global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,datetime
0.6560751933916632,0.3752330546701149,0.3594495221514986,0.6453280807583405,0.0,0.013177971979470108,0.8976634131913633,2006-12-16 17:00:00
0.5611874444456344,0.1064533589944067,0.3568494641205593,0.5529976609626984,0.0,0.16770703287557223,0.8979591836734693,2006-12-16 18:00:00
0.5239245210276621,0.11583568893967644,0.30186061694140776,0.5124953834790101,0.0,0.0357885975863504,0.888198757763975,2006-12-16 19:00:00
0.5027737023035651,0.0975521741745354,0.3360943365431712,0.49082851163363284,0.0,0.0,0.8935226264418811,2006-12-16 20:00:00
0.46870214292598816,0.10037890178625128,0.46206000761656085,0.45869752554474935,0.0,0.01040366208905535,0.91659272404614,2006-12-16 21:00:00
0.33114150165458306,0.06339087027124557,0.5273992165823422,0.3285731872460913,0.0,0.0033291718684977114,0.23602484472049687,2006-12-16 22:00:00
0.30888762757424204,0.09093642870030672,0.6032792013492188,0.3054290286839837,0.0,0.0020807324178110697,0.0,2006-12-16 23:00:00
0.2801118048341668,0.14686954952787637,0.6172406289102881,0.276991259386926,0.0,0.01165210153974199,0.0,2006-12-17 00:00:00
0.5157586986088653,0.2091177001263006,0.5962882868179094,0.5030161270466575,0.0,0.6300457761131919,0.0,2006-12-17 01:00:00
0.23269113379097642,0.10320562939796718,0.8154140144714646,0.23057983503631663,0.0,0.014148980441115273,0.0,2006-12-17 02:00:00
0.2447283592319308,0.1055512118842846,0.762159294924107,0.24301366490212972,0.0,0.019142738243861843,0.0,2006-12-17 03:00:00
0.3336528267132163,0.1306910446863535,0.7353109188836306,0.32155607534162256,0.0,0.014148980441115273,0.47293700088731133,2006-12-17 04:00:00
0.298467502704092,0.0707283334335719,0.7293808824329471,0.293241413270959,0.0,0.004161464835622139,0.24755989352262642,2006-12-17 05:00:00
0.18707497563639872,0.1331569134540206,0.7469805777705236,0.18109073002585252,0.0,0.0178942987931752,0.0,2006-12-17 06:00:00
0.23795474260256808,0.06994647260479941,0.6533036831510799,0.22811769050843278,0.0,0.004161464835622139,0.0,2006-12-17 07:00:00
0.2814129817835227,0.1759788296144825,0.6315080789946137,0.27415979317985967,0.0,0.018726591760299626,0.0,2006-12-17 08:00:00
0.38719384859226574,0.10500992361821135,0.530983080354714,0.38212483072756365,0.0,0.1826883062838119,0.0,2006-12-17 09:00:00
0.5606573353181191,0.3131653334937151,0.39197404929002744,0.5505355164348147,0.18366643694004134,0.5580524344569289,0.8598047914818099,2006-12-17 10:00:00
0.37465328721205426,0.3241715282372046,0.45251210489091953,0.36439739012680045,0.19538249483115092,0.1252600915522264,0.9148181011535048,2006-12-17 11:00:00
0.2854771517611403,0.49257232212666147,0.48760268755780345,0.27736058106610856,0.0,0.013316687473990845,0.921916592724046,2006-12-17 12:00:00
0.24449810981290895,0.27154628014674936,0.5747579021816005,0.2325495506586236,0.0,0.001248439450686642,0.9378881987577639,2006-12-17 13:00:00
0.31387279522794687,0.4264750105250497,0.7430702899733426,0.29447248553490085,0.0,0.008322929671244279,0.9707187222715172,2006-12-17 14:00:00
0.45728605545262746,0.12191014614783185,0.5976143844186943,0.43579958143543024,0.14403859407305308,0.004993757802746568,0.9423247559893521,2006-12-17 15:00:00
0.5120050976150444,0.13008961327960547,0.4466840759479904,0.4941524067462759,0.17746381805651276,0.0016645859342488557,0.9139307897071871,2006-12-17 16:00:00
0.5249740300073895,0.26270523846755284,0.34255481203416593,0.5127415979317985,0.0,0.01165210153974199,0.8952972493345163,2006-12-17 17:00:00
0.5716129239534361,0.20574968424851142,0.34836923997606206,0.558537486150437,0.0,0.0,0.8961845607808339,2006-12-17 18:00:00
0.44491684247726954,0.4404883623022795,0.30035770632718517,0.4391234765480734,0.0,0.012900540990428633,0.888198757763975,2006-12-17 19:00:00
0.5177024320764214,0.4519155590304926,0.4321854088460917,0.5041240920842053,0.0,0.027881814398668336,0.9112688553682341,2006-12-17 20:00:00
0.4661801085920516,0.4455403861189631,0.5414422501496112,0.4465099101317247,0.0,0.0299625468164794,0.9316770186335402,2006-12-17 21:00:00
0.22156419675080588,0.3867203945390029,0.6674487242261034,0.212606179982765,0.0,0.01040366208905535,0.1330967169476486,2006-12-17 22:00:00
0.04803109973548089,0.3622421362843568,0.8119593602089115,0.05059707004801181,0.0,0.01997503121098627,0.0,2006-12-17 23:00:00
0.022109298863745897,0.14079509231972095,0.765994777215603,0.02203619352455989,0.0,0.0008322929671244278,0.0,2006-12-18 00:00:00
